ID,Asteroid1.12,Asteroid2.12,Asteroid3.12,Asteroid4.12,Asteroid5.12,Treatment1.12,Treatment2.12,Treatment3.12,Treatment4.12,Treatment5.12,UncontrollableRisk1.18,UncontrollableRisk2.18,UncontrollableRisk3.18,EffortSurvival.18,ImportantSurvive.18,Wealth.12,SSES.12,Age.1,Education.1,CFC.Future.9,CFC.Immediate.9,SoPA.9,SoNA.9,LifeOrientation.10,Sex.1
876,,,,,,,,,,,,,,,,,,31.0,6,,,,,,2.0
877,,,,,,,,,,,,,,,,,,36.0,4,,,,,,2.0
878,,,,,,,,,,,,,,,,,,29.0,5,,,,,,2.0
879,,,,,,,,,,,,,,,,,,71.0,5,,,,,,1.0
880,,,,,,,,,,,,,,,,,,61.0,3,,,,,,2.0
881,,,,,,,,,,,,,,,,,,30.0,5,,,,,,1.0
882,,,,,,,,,,,,,,,,,,27.0,6,,,,,,2.0
883,,,,,,,,,,,,,,,,,,29.0,3,,,,,,2.0
884,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,6.0,32.0,6,,,,,,1.0
885,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,61.0,76.0,50.0,50.0,10.0,0.214074087,5.0,49.0,5,36.0,15.0,4.333333333,1.571428571,3.0,2.0
886,,,,,,,,,,,,,,,,,,33.0,6,,,,,,1.0
887,,,,,,,,,,,,,,,,,,46.0,5,,,,,,2.0
888,,,,,,,,,,,,,,,,,,20.0,3,,,,,,2.0
889,,,,,,,,,,,,,,,,,,30.0,6,,,,,,2.0
890,,,,,,,,,,,,,,,,,,30.0,5,,,,,,2.0
891,,,,,,,,,,,,,,,,,,30.0,6,,,,,,2.0
892,,,,,,,,,,,,,,,,,,31.0,6,,,,,,1.0
893,,,,,,,,,,,,,,,,,,30.0,6,,,,,,2.0
894,,,,,,,,,,,,,,,,,,30.0,6,,,,,,2.0
895,,,,,,,,,,,,,,,,,,40.0,7,,,,,,1.0
896,,,,,,,,,,,,,,,,,,22.0,3,,,,,,2.0
897,,,,,,,,,,,,,,,,,,29.0,6,,,,,,2.0
898,,,,,,,,,,,,,,,,,,64.0,3,,,,,,2.0
899,,,,,,,,,,,,,,,,,,30.0,6,,,,,,2.0
900,,,,,,,,,,,,,,,,,,29.0,5,,,,,,1.0
901,,,,,,,,,,,,,,,,,,20.0,3,,,,,,1.0
902,,,,,,,,,,,,,,,,,,28.0,3,,,,,,1.0
903,,,,,,,,,,,,,,,,,,19.0,2,,,,,,1.0
904,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,-1.289380659,5.0,34.0,2,41.0,13.0,6.0,1.0,7.5,1.0
905,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,90.0,42.0,66.0,82.0,11.0,0.317965731,6.0,33.0,6,38.0,16.0,5.333333333,2.571428571,8.0,2.0
906,,,,,,,,,,,,,,,,,,43.0,5,29.0,28.0,5.166666667,4.142857143,13.5,1.0
907,,,,,,,,,,,,,,,,,,20.0,3,,,,,,1.0
908,,,,,,,,,,,,,,,,,,35.0,6,,,,,,2.0
909,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,99.0,91.0,15.0,51.0,11.0,1.748830267,7.0,30.0,6,47.0,15.0,5.333333333,1.142857143,11.5,1.0
910,,,,,,,,,,,,,,,,,,35.0,6,,,,,,1.0
911,,,,,,,,,,,,,,,,,,19.0,3,,,,,,2.0
912,,,,,,,,,,,,,,,,,,47.0,6,,,,,,2.0
913,,,,,,,,,,,,,,,,,,20.0,3,,,,,10.0,1.0
914,,,,,,,,,,,,,,,,,,51.0,5,,,,,,2.0
915,,,,,,,,,,,,,,,,,,30.0,6,,,,,,1.0
